name,title,description
KJV_Promises,I am your Shepherd and I will meet all your needs,I am your Shepherd and I will meet all your needs
KJV_Promises,I will keep you safe because no one can snatch you out of My hand,I will keep you safe because no one can snatch you out of My hand
KJV_Promises,I will heal your broken heart and mend all your wounds,I will heal your broken heart and mend all your wounds
KJV_Promises,I will bless you in times of mourning with My comfort,I will bless you in times of mourning with My comfort
KJV_Promises,You will find freedom wherever My Spirit dwells,You will find freedom wherever My Spirit dwells
KJV_Promises,You can know and depend on the love that I have for you,You can know and depend on the love that I have for you
KJV_Promises,You can trust in Me for I will never forsake you,You can trust in Me for I will never forsake you
KJV_Promises,I put people who are lonely in families,I put people who are lonely in families
KJV_Promises,I hear you when you ask for anything according to My will,I hear you when you ask for anything according to My will
KJV_Promises,I will reward those who diligently seek Me with a heart of faith,I will reward those who diligently seek Me with a heart of faith
KJV_Promises,I will sanctify you and keep you blameless until Jesus returns,I will sanctify you and keep you blameless until Jesus returns
KJV_Promises,"When your body fails, you have an eternal home waiting for you","When your body fails, you have an eternal home waiting for you"
KJV_Promises,Those who overcome will sit with My Son on His throne,Those who overcome will sit with My Son on His throne
KJV_Promises,My  of life is for you and for your family,My  of life is for you and for your family
KJV_Promises,The earth belongs to Me and all that is in it,The earth belongs to Me and all that is in it
KJV_Promises,My throne will stand forever and justice will reign in My kingdom,My throne will stand forever and justice will reign in My kingdom
KJV_Promises,"The grass will dry up and flowers will fall, but My Word will endure forever","The grass will dry up and flowers will fall, but My Word will endure forever"
KJV_Promises,"Though the mountains vanish, My unending love will never leave you","Though the mountains vanish, My unending love will never leave you"
KJV_Promises,I have called you out of darkness into My glorious light,I have called you out of darkness into My glorious light
KJV_Promises,I have chosen the weak things of this world to confound the strong,I have chosen the weak things of this world to confound the strong
KJV_Promises,I delight to reveal My kingdom to those with a childlike heart,I delight to reveal My kingdom to those with a childlike heart
KJV_Promises,I have brought you close through the blood of Christ,I have brought you close through the blood of Christ
KJV_Promises,Your old life has died and your new life is hid with Christ in Me,Your old life has died and your new life is hid with Christ in Me
KJV_Promises,The same Spirit that raised Jesus from the dead will also give life to you,The same Spirit that raised Jesus from the dead will also give life to you
KJV_Promises,I have blessed you in Christ with every heavenly blessing,I have blessed you in Christ with every heavenly blessing
KJV_Promises,Commit all that you do to Me and your plans will be successful,Commit all that you do to Me and your plans will be successful
KJV_Promises,I am with you and I will help you because I am your God,I am with you and I will help you because I am your God
KJV_Promises,I will never abandon you,I will never abandon you
KJV_Promises,I see all your hardships and I care about your suffering,I see all your hardships and I care about your suffering
KJV_Promises,"When you pass through turbulent waters, I will be close to you","When you pass through turbulent waters, I will be close to you"
KJV_Promises,My anointing will teach you all you need to know,My anointing will teach you all you need to know
KJV_Promises,"If you live in My secret place, you will find rest under My shadow","If you live in My secret place, you will find rest under My shadow"
KJV_Promises,I will give you My strength to help you stand in high places,I will give you My strength to help you stand in high places
KJV_Promises,"Thousands fall around you, but you will not be harmed","Thousands fall around you, but you will not be harmed"
KJV_Promises,I provide food for the hungry and justice for the oppressed,I provide food for the hungry and justice for the oppressed
KJV_Promises,My divine power will give you all you need to live a good life,My divine power will give you all you need to live a good life
KJV_Promises,My mercy will overrule judgment,My mercy will overrule judgment
KJV_Promises,I will cause all things to ultimately work for your good,I will cause all things to ultimately work for your good
KJV_Promises,Humble yourself before Me and in time I will exalt you,Humble yourself before Me and in time I will exalt you
KJV_Promises,I have carved your name in the palms of My hands,I have carved your name in the palms of My hands
KJV_Promises,"Never tire of doing good, for in time you will reap a harvest","Never tire of doing good, for in time you will reap a harvest"
KJV_Promises,"An eternal crown awaits you at the finish line, so keep running your race","An eternal crown awaits you at the finish line, so keep running your race"
KJV_Promises,I prepared a kingdom inheritance for you when I created the world,I prepared a kingdom inheritance for you when I created the world
KJV_Promises,It is precious for Me to see My faithful ones come home,It is precious for Me to see My faithful ones come home
KJV_Promises,I will not forget My s because I am a merciful God,I will not forget My s because I am a merciful God
KJV_Promises,My kingdom is everlasting and My dominion will endure forever,My kingdom is everlasting and My dominion will endure forever
KJV_Promises,My eternal Word is anchored in the heavens,My eternal Word is anchored in the heavens
KJV_Promises,I am a gracious God who is righteous and full of mercy,I am a gracious God who is righteous and full of mercy
KJV_Promises,I created all things for My pleasure,I created all things for My pleasure
KJV_Promises,I am your Father and you are My handiwork,I am your Father and you are My handiwork
KJV_Promises,I will protect and carry you all the days of your life,I will protect and carry you all the days of your life
KJV_Promises,"I have chosen you to be like My Son, so you could be part of My family","I have chosen you to be like My Son, so you could be part of My family"
KJV_Promises,I have cancelled all your sin and made you alive in Jesus Christ,I have cancelled all your sin and made you alive in Jesus Christ
KJV_Promises,I have raised you up with Christ to sit in heavenly places,I have raised you up with Christ to sit in heavenly places
KJV_Promises, The good things that I have planned for you are too many to count, The good things that I have planned for you are too many to count
KJV_Promises, I will restore and refresh your weary soul, I will restore and refresh your weary soul
KJV_Promises," I will always build you up, not pull you down"," I will always build you up, not pull you down"
KJV_Promises, I have made you a member of My own household, I have made you a member of My own household
KJV_Promises," If you make your home in Me, then no evil will come your way"," If you make your home in Me, then no evil will come your way"
KJV_Promises," If you delight in My Word, you will be fruitful and prosperous"," If you delight in My Word, you will be fruitful and prosperous"
KJV_Promises, I will cover you all day long as you rest between My shoulders, I will cover you all day long as you rest between My shoulders
KJV_Promises, Come close to Me and I will come close to you, Come close to Me and I will come close to you
KJV_Promises," You can trust in Me, for I am your strength and your song"," You can trust in Me, for I am your strength and your song"
KJV_Promises, My gentleness will enlarge your life, My gentleness will enlarge your life
KJV_Promises, I do not show favoritism in My family, I do not show favoritism in My family
KJV_Promises, I have chosen the poor to be rich in faith and heirs of My kingdom, I have chosen the poor to be rich in faith and heirs of My kingdom
KJV_Promises, Ask Me for wisdom and I will generously give it to you, Ask Me for wisdom and I will generously give it to you
KJV_Promises, I will give you power to know the vastness of My immeasurable love, I will give you power to know the vastness of My immeasurable love
KJV_Promises, Wait patiently for Me and I will hear your cry, Wait patiently for Me and I will hear your cry
KJV_Promises," Even when you are weak in your faith, I will remain faithful to you"," Even when you are weak in your faith, I will remain faithful to you"
KJV_Promises, Seek My kingdom first and everything you need will be given to you, Seek My kingdom first and everything you need will be given to you
KJV_Promises, My Spirit will lead you into all truth and show you what is to come, My Spirit will lead you into all truth and show you what is to come
KJV_Promises," One day, I will wipe away every tear and take away all your pain"," One day, I will wipe away every tear and take away all your pain"
KJV_Promises, My everlasting joy and gladness will drive all sorrow and mourning away, My everlasting joy and gladness will drive all sorrow and mourning away
KJV_Promises, You can hold on to the hope that I will not change what I have d, You can hold on to the hope that I will not change what I have d
KJV_Promises, My Spirit made you and My breath gives you life, My Spirit made you and My breath gives you life
KJV_Promises, There is no place you can go to escape My presence, There is no place you can go to escape My presence
KJV_Promises, All your days are known to Me and your inheritance is secure forever, All your days are known to Me and your inheritance is secure forever
KJV_Promises, I gently formed you in your mother’s womb, I gently formed you in your mother’s womb
KJV_Promises, I am delighted to give you My kingdom, I am delighted to give you My kingdom
KJV_Promises, My face will shine upon you all the days of your life, My face will shine upon you all the days of your life
KJV_Promises, My Word will brighten your steps and light your path, My Word will brighten your steps and light your path
KJV_Promises, My Son took upon Himself all your sicknesses and diseases, My Son took upon Himself all your sicknesses and diseases
KJV_Promises, My Spirit will help you in your weakness, My Spirit will help you in your weakness
KJV_Promises, You can do all things through Jesus Christ who gives you strength, You can do all things through Jesus Christ who gives you strength
KJV_Promises," Be courageous, for I am with you and I will never fail you"," Be courageous, for I am with you and I will never fail you"
KJV_Promises, I am a very present help for you in times of trouble, I am a very present help for you in times of trouble
KJV_Promises, I will keep watch over you and guard you forever, I will keep watch over you and guard you forever
KJV_Promises, I hear your voice when you call to Me in the morning, I hear your voice when you call to Me in the morning
KJV_Promises, All that I have is yours because you belong to Jesus, All that I have is yours because you belong to Jesus
KJV_Promises, My goodness and mercy will chase after you all your life, My goodness and mercy will chase after you all your life
KJV_Promises, I will teach your children My ways and give them great peace, I will teach your children My ways and give them great peace
KJV_Promises, I will not forget the love you have shown Me by serving others, I will not forget the love you have shown Me by serving others
KJV_Promises, I will repay those who are kind to the poor, I will repay those who are kind to the poor
KJV_Promises, All My blessings will overtake those who obey Me, All My blessings will overtake those who obey Me
KJV_Promises, I know what you need before you even ask, I know what you need before you even ask
KJV_Promises, I open prison doors and set captives free, I open prison doors and set captives free
KJV_Promises, I will rescue the godly from all their troubles, I will rescue the godly from all their troubles
KJV_Promises," My displeasure last a moment, but My favor is yours for life"," My displeasure last a moment, but My favor is yours for life"
KJV_Promises, I will fill those who hunger and thirst for My righteousness, I will fill those who hunger and thirst for My righteousness
KJV_Promises, I will show you the mysteries of My kingdom, I will show you the mysteries of My kingdom
KJV_Promises, Those who overcome will eat from the tree of life in paradise, Those who overcome will eat from the tree of life in paradise
KJV_Promises, I have prepared amazing things for those who love Me, I have prepared amazing things for those who love Me
KJV_Promises, Those who are pure in heart will see My face, Those who are pure in heart will see My face
KJV_Promises, I began the good work in you and I will finish it, I began the good work in you and I will finish it
KJV_Promises," You can rest in My  of eternal life, for I cannot lie"," You can rest in My  of eternal life, for I cannot lie"
KJV_Promises, My love is everlasting and My faithfulness extends to all generations, My love is everlasting and My faithfulness extends to all generations
KJV_Promises, My righteousness towers like the mountains and My justice goes deep as the sea, My righteousness towers like the mountains and My justice goes deep as the sea
KJV_Promises, My Word will not return to Me until it accomplishes what I intended, My Word will not return to Me until it accomplishes what I intended
KJV_Promises," When I open My hand, I provide for all that I created"," When I open My hand, I provide for all that I created"
KJV_Promises, I love you as deeply as a father loves his children, I love you as deeply as a father loves his children
KJV_Promises," I will not abandon you, for I am glad to make you My very own"," I will not abandon you, for I am glad to make you My very own"
KJV_Promises, My lovingkindness is more precious than life, My lovingkindness is more precious than life
KJV_Promises," I made you holy by the once for all sacrifice of My Son, Jesus Christ"," I made you holy by the once for all sacrifice of My Son, Jesus Christ"
KJV_Promises, I have removed your sins from you as far as the east is from the west, I have removed your sins from you as far as the east is from the west
KJV_Promises, You can enjoy freedom because Christ has set you free, You can enjoy freedom because Christ has set you free
KJV_Promises, I have anointed you with My Spirit as a down payment of what is yet to come, I have anointed you with My Spirit as a down payment of what is yet to come
KJV_Promises, Every good gift that you receive comes directly from My hand, Every good gift that you receive comes directly from My hand
KJV_Promises, Nothing will be impossible for those who have even a little faith, Nothing will be impossible for those who have even a little faith
KJV_Promises, Call out to Me and I will show you wonderful things you do not know, Call out to Me and I will show you wonderful things you do not know
KJV_Promises, I will reveal My secrets to those who fear Me, I will reveal My secrets to those who fear Me
KJV_Promises, I am able to do more for you than you could possibly imagine, I am able to do more for you than you could possibly imagine
KJV_Promises," When you walk through the fires of adversity, you will not be burned"," When you walk through the fires of adversity, you will not be burned"
KJV_Promises, No weapon created for your harm will succeed against you, No weapon created for your harm will succeed against you
KJV_Promises, I will give you a garment of praise in exchange for your spirit of heaviness, I will give you a garment of praise in exchange for your spirit of heaviness
KJV_Promises, My Spirit will rest on you when you suffer for Christ’s sake, My Spirit will rest on you when you suffer for Christ’s sake
KJV_Promises, My goodness will lead you to a change of heart, My goodness will lead you to a change of heart
KJV_Promises, I will bless the peacemakers and call them My children, I will bless the peacemakers and call them My children
KJV_Promises," I will protect the fatherless, and widows can trust in Me"," I will protect the fatherless, and widows can trust in Me"
KJV_Promises, I will provide justice for everyone who is mistreated, I will provide justice for everyone who is mistreated
KJV_Promises, My name is a strong tower that you can run to and find safety, My name is a strong tower that you can run to and find safety
KJV_Promises," When you leave your body, you will be at home in My presence"," When you leave your body, you will be at home in My presence"
KJV_Promises," The world and its passions will disappear, but those who do My will shall live forever"," The world and its passions will disappear, but those who do My will shall live forever"
KJV_Promises, I will rescue you from evil and safely deliver you into My kingdom, I will rescue you from evil and safely deliver you into My kingdom
KJV_Promises, There is a crown of righteousness waiting for everyone who loves My Son, There is a crown of righteousness waiting for everyone who loves My Son
KJV_Promises," If you persist and do My will, you will receive what I have d"," If you persist and do My will, you will receive what I have d"
KJV_Promises, I made the heavens by My Word and I breathed the stars into existence, I made the heavens by My Word and I breathed the stars into existence
KJV_Promises, I am faithful to keep My covenant of kindness to a thousand generations, I am faithful to keep My covenant of kindness to a thousand generations
KJV_Promises, All of mankind can find protection in the shadow of My wings, All of mankind can find protection in the shadow of My wings
KJV_Promises, I am a father to the fatherless and I defend the cause of widows, I am a father to the fatherless and I defend the cause of widows
KJV_Promises, I will not abandon My own inheritance, I will not abandon My own inheritance
KJV_Promises, I am the Lord your God who heals all of your diseases, I am the Lord your God who heals all of your diseases
KJV_Promises, My love for you will last forever, My love for you will last forever
KJV_Promises, I give good gifts to My children when they ask, I give good gifts to My children when they ask
KJV_Promises, Jesus is not ashamed to be called your big brother, Jesus is not ashamed to be called your big brother
KJV_Promises, I forgive sins and I love to show mercy, I forgive sins and I love to show mercy
KJV_Promises, I have poured My love into your heart through My Spirit, I have poured My love into your heart through My Spirit
KJV_Promises, I have put My law within you and have written it on your heart, I have put My law within you and have written it on your heart
KJV_Promises, I will meet your every need through My eternal riches in Jesus Christ, I will meet your every need through My eternal riches in Jesus Christ
KJV_Promises, I will shepherd My inheritance and carry them forever, I will shepherd My inheritance and carry them forever
KJV_Promises," Do not be sad, for My joy is your strength"," Do not be sad, for My joy is your strength"
KJV_Promises, My perfect love will banish fear from your heart, My perfect love will banish fear from your heart
KJV_Promises, I will save you in the midst of your troubles, I will save you in the midst of your troubles
KJV_Promises, I will blanket My protection over all who trust in Me, I will blanket My protection over all who trust in Me
KJV_Promises, My armor will help you stand against the plans of the enemy, My armor will help you stand against the plans of the enemy
KJV_Promises, I will turn your mourning into dancing and surround you with joy, I will turn your mourning into dancing and surround you with joy
KJV_Promises, I will restore your health and heal all your hurts, I will restore your health and heal all your hurts
KJV_Promises, I will strengthen you with feet like a deer so you can reach great heights, I will strengthen you with feet like a deer so you can reach great heights
KJV_Promises," If you share with the needy, My glory will guard your back"," If you share with the needy, My glory will guard your back"
KJV_Promises," If you enter into My rest, you will find rest from all your striving"," If you enter into My rest, you will find rest from all your striving"
KJV_Promises, I am near to you whenever you cry out, I am near to you whenever you cry out
KJV_Promises," When problems arise, call to Me and I will answer you"," When problems arise, call to Me and I will answer you"
KJV_Promises," Don’t worry, I will take care of you"," Don’t worry, I will take care of you"
KJV_Promises, Those who overcome will be pillars in My temple forever, Those who overcome will be pillars in My temple forever
KJV_Promises, You are My children now and you will be just like Jesus when He appears, You are My children now and you will be just like Jesus when He appears
KJV_Promises," One day, you will see My face and My name will be on your forehead"," One day, you will see My face and My name will be on your forehead"
KJV_Promises," Every  that I make is true, for I do not lie or change My mind"," Every  that I make is true, for I do not lie or change My mind"
KJV_Promises, The heavens declare My glory and reveal My handiwork, The heavens declare My glory and reveal My handiwork
KJV_Promises, I rule the earth and all the kings belong to Me, I rule the earth and all the kings belong to Me
KJV_Promises, You can trust in My faithfulness because My Word is true, You can trust in My faithfulness because My Word is true
KJV_Promises, I am good and My mercy is everlasting, I am good and My mercy is everlasting
KJV_Promises, I have cared for you from the moment you were born, I have cared for you from the moment you were born
KJV_Promises, I have even numbered each hair on your head, I have even numbered each hair on your head
KJV_Promises," Through faith in Christ, you can boldly approach Me with confidence"," Through faith in Christ, you can boldly approach Me with confidence"
KJV_Promises," If you walk in the light, the blood of My Son Jesus will cleanse you from all sin"," If you walk in the light, the blood of My Son Jesus will cleanse you from all sin"
KJV_Promises," Trust in Me, and do not be afraid of what others can do to you"," Trust in Me, and do not be afraid of what others can do to you"
KJV_Promises, I will be your security and a safe place for your children, I will be your security and a safe place for your children
KJV_Promises," I am your shield, your glory, and the lifter of your head"," I am your shield, your glory, and the lifter of your head"
KJV_Promises, I will gladly give the Holy Spirit to those who will ask, I will gladly give the Holy Spirit to those who will ask
KJV_Promises, Forgiveness and healing are among My many benefits, Forgiveness and healing are among My many benefits
KJV_Promises," If you rest in Me and wait patiently, you will inherit the land"," If you rest in Me and wait patiently, you will inherit the land"
KJV_Promises, I give power to the exhausted and I strengthen the weak, I give power to the exhausted and I strengthen the weak
KJV_Promises," If I am for you, no one can stand against you"," If I am for you, no one can stand against you"
KJV_Promises," Though you have many plans, My purpose will be fulfilled"," Though you have many plans, My purpose will be fulfilled"
KJV_Promises," If two of you agree in prayer, I will do whatever you ask"," If two of you agree in prayer, I will do whatever you ask"
KJV_Promises, I will make you fruitful in your old age, I will make you fruitful in your old age
KJV_Promises," Do not despise My discipline, for in time, I will heal your wounds"," Do not despise My discipline, for in time, I will heal your wounds"
KJV_Promises, I bind up the brokenhearted and I will comfort all who mourn, I bind up the brokenhearted and I will comfort all who mourn
KJV_Promises, I will comfort you just like a mother would, I will comfort you just like a mother would
KJV_Promises," Your sadness last for a night, but joy will come in the morning"," Your sadness last for a night, but joy will come in the morning"
KJV_Promises, I am pleased when you share with others, I am pleased when you share with others
KJV_Promises, I will keep you safe from the evil one, I will keep you safe from the evil one
KJV_Promises, I will show mercy to those who are merciful to others, I will show mercy to those who are merciful to others
KJV_Promises, I bless My righteous ones and shield them with My favor, I bless My righteous ones and shield them with My favor
KJV_Promises, I will anoint you with oil so your cup overflows, I will anoint you with oil so your cup overflows
KJV_Promises, You can celebrate because your name is written in heaven, You can celebrate because your name is written in heaven
KJV_Promises, There is a special room in My house prepared just for you, There is a special room in My house prepared just for you
KJV_Promises, You can look forward to the new heaven and earth that I have d, You can look forward to the new heaven and earth that I have d
KJV_Promises, I spoke the universe into existence, I spoke the universe into existence
KJV_Promises, I give life and breath to all things, I give life and breath to all things
KJV_Promises," You can rest in My love, for I have power to save you"," You can rest in My love, for I have power to save you"
KJV_Promises, My thoughts toward you outnumber the sand on the seashore, My thoughts toward you outnumber the sand on the seashore
KJV_Promises, All the days of your life are written in My special book, All the days of your life are written in My special book
KJV_Promises, I will carry you in My arms just like a father carries his child, I will carry you in My arms just like a father carries his child
KJV_Promises, I will give you a double portion of your inheritance in exchange for your shame, I will give you a double portion of your inheritance in exchange for your shame
KJV_Promises, I made you alive in Jesus simply because I love you, I made you alive in Jesus simply because I love you
KJV_Promises, I will forgive your sins and then forget them, I will forgive your sins and then forget them
KJV_Promises, Your old life has ended and now everything is new in Christ, Your old life has ended and now everything is new in Christ
KJV_Promises," Reach out and you will touch Me, for I am not far from you"," Reach out and you will touch Me, for I am not far from you"
KJV_Promises," Before you even call out to Me, I will answer you"," Before you even call out to Me, I will answer you"
KJV_Promises," I will be the voice behind you, guiding you in the way you should go"," I will be the voice behind you, guiding you in the way you should go"
KJV_Promises, I will train you for battle with My shield of salvation, I will train you for battle with My shield of salvation
KJV_Promises, I will be faithful to give you My strength and protection, I will be faithful to give you My strength and protection
KJV_Promises, You will find safety in My everlasting arms, You will find safety in My everlasting arms
KJV_Promises, I carry your burdens every day, I carry your burdens every day
KJV_Promises, I have called you to inherit My blessing, I have called you to inherit My blessing
KJV_Promises," If you honor Me with your firstfruits, you will overflow with abundance"," If you honor Me with your firstfruits, you will overflow with abundance"
KJV_Promises," If you help the poor, your light will shine like the dawn"," If you help the poor, your light will shine like the dawn"
KJV_Promises," If you wait for Me, I will renew your strength"," If you wait for Me, I will renew your strength"
KJV_Promises, I will give you a peaceful sleep surrounded by safety, I will give you a peaceful sleep surrounded by safety
KJV_Promises, I will enrich your life and renew your youth like the eagle’s, I will enrich your life and renew your youth like the eagle’s
KJV_Promises, I will not reject the sacrifice of a broken spirit and a contrite heart, I will not reject the sacrifice of a broken spirit and a contrite heart
KJV_Promises, I will always be close when you need My comfort, I will always be close when you need My comfort
KJV_Promises," When you walk through the valley of the shadow of death, I will be with you"," When you walk through the valley of the shadow of death, I will be with you"
KJV_Promises, I will keep you from falling until you joyfully stand blameless in My presence, I will keep you from falling until you joyfully stand blameless in My presence
KJV_Promises, I will soon crush the evil one under your feet, I will soon crush the evil one under your feet
KJV_Promises, You have an everlasting inheritance reserved in heaven for you, You have an everlasting inheritance reserved in heaven for you
KJV_Promises, I have the ability to do all that I have d, I have the ability to do all that I have d
KJV_Promises, I am the everlasting God, I am the everlasting God
KJV_Promises, I am righteous in all My ways and kind in all that I do, I am righteous in all My ways and kind in all that I do
KJV_Promises," I am your Father, and I love you even as I love my Son, Jesus"," I am your Father, and I love you even as I love my Son, Jesus"
KJV_Promises," If you believe in Jesus, you will not be disappointed"," If you believe in Jesus, you will not be disappointed"
KJV_Promises," You are My workmanship, created in Christ to do My good works"," You are My workmanship, created in Christ to do My good works"
KJV_Promises, I have chosen you to be a royal priesthood and a holy nation, I have chosen you to be a royal priesthood and a holy nation
KJV_Promises, Your life comes from Me because you are My offspring, Your life comes from Me because you are My offspring
KJV_Promises, I have blessed you in Christ with one outpouring of grace after another, I have blessed you in Christ with one outpouring of grace after another
KJV_Promises," If you confess your sins, I will be faithful to forgive and cleanse you"," If you confess your sins, I will be faithful to forgive and cleanse you"
KJV_Promises," Because of Jesus, you are free from all condemnation"," Because of Jesus, you are free from all condemnation"
KJV_Promises," I am happy to treat you as My child, and I hope you will call Me Father"," I am happy to treat you as My child, and I hope you will call Me Father"
KJV_Promises," Even if your mother forgets you, I will never forget you"," Even if your mother forgets you, I will never forget you"
KJV_Promises, I will fulfill My purpose for your life because My mercy endures forever, I will fulfill My purpose for your life because My mercy endures forever
KJV_Promises," If you make your home in love, you live in Me and I live in you"," If you make your home in love, you live in Me and I live in you"
KJV_Promises, I love to sing over you with loud shouts of joy, I love to sing over you with loud shouts of joy
KJV_Promises," If I look after the sparrows, I will certainly take care of you"," If I look after the sparrows, I will certainly take care of you"
KJV_Promises," If you remain still, I will do your fighting for you"," If you remain still, I will do your fighting for you"
KJV_Promises, I will give you My power to destroy spiritual strongholds, I will give you My power to destroy spiritual strongholds
KJV_Promises, I will cover you with My feathers and protect you with My wings, I will cover you with My feathers and protect you with My wings
KJV_Promises, My angels will surround all who fear Me, My angels will surround all who fear Me
KJV_Promises, I will meet all your needs so you can overflow with good works, I will meet all your needs so you can overflow with good works
KJV_Promises, I will give you My strength and bless you with My peace, I will give you My strength and bless you with My peace
KJV_Promises," I have given you My Spirit, so your body could be My temple"," I have given you My Spirit, so your body could be My temple"
KJV_Promises, My love covers a multitude of sins, My love covers a multitude of sins
KJV_Promises, My great peace will guard your heart and your thoughts in Jesus, My great peace will guard your heart and your thoughts in Jesus
KJV_Promises, I watch over you and I listen for your prayers, I watch over you and I listen for your prayers
KJV_Promises, Jesus is happy to share His inheritance with you, Jesus is happy to share His inheritance with you
KJV_Promises, Those who overcome will not be hurt by the second death, Those who overcome will not be hurt by the second death
KJV_Promises, I have called you to My eternal glory in Jesus Christ, I have called you to My eternal glory in Jesus Christ
KJV_Promises, I am giving you a kingdom that can never be shaken, I am giving you a kingdom that can never be shaken
KJV_Promises, I  a crown of life to all who love Me despite their trials, I  a crown of life to all who love Me despite their trials
KJV_Promises, My love stretches to the heavens and My faithfulness extends above the clouds, My love stretches to the heavens and My faithfulness extends above the clouds
KJV_Promises, I have chosen you to be My own precious possession, I have chosen you to be My own precious possession
KJV_Promises, I know everything about you and am mindful of all your ways, I know everything about you and am mindful of all your ways
KJV_Promises, The Spirit of life in Christ has set you free from sin and death, The Spirit of life in Christ has set you free from sin and death
KJV_Promises, Jesus bore your sins on the cross so you would be healed, Jesus bore your sins on the cross so you would be healed
KJV_Promises, Draw near to Me and I will cleanse you from an evil conscience, Draw near to Me and I will cleanse you from an evil conscience
KJV_Promises," My love is patient and kind, and does not keep track of wrongs"," My love is patient and kind, and does not keep track of wrongs"
KJV_Promises," I am your light and your salvation, the strength of your life"," I am your light and your salvation, the strength of your life"
KJV_Promises, I have given you the Spirit of adoption so you can call Me Father, I have given you the Spirit of adoption so you can call Me Father
KJV_Promises, Come boldly to My throne when you need to find mercy and grace, Come boldly to My throne when you need to find mercy and grace
KJV_Promises, Taste and you will see that I am a good God, Taste and you will see that I am a good God
