name,title,description
KJV_FearNot,"Now therefore fear ye not: I will nourish you, and your little ones. And he comforted them, and spake kindly unto them.","Now therefore fear ye not: I will nourish you, and your little ones. And he comforted them, and spake kindly unto them."
KJV_FearNot,"And the LORD said unto him, Peace be unto thee; fear not: thou shalt not die.","And the LORD said unto him, Peace be unto thee; fear not: thou shalt not die."
KJV_FearNot,"Concerning propitiation, be not without fear to add sin unto sin:","Concerning propitiation, be not without fear to add sin unto sin:"
KJV_FearNot,"Be strong and of a good courage, fear not, nor be afraid of them: for the LORD thy God, he it is that doth go with thee; he will not fail thee, nor forsake thee.","Be strong and of a good courage, fear not, nor be afraid of them: for the LORD thy God, he it is that doth go with thee; he will not fail thee, nor forsake thee."
KJV_FearNot,"With whom the LORD had made a covenant, and charged them, saying, Ye shall not fear other gods, nor bow yourselves to them, nor serve them, nor sacrifice to them:","With whom the LORD had made a covenant, and charged them, saying, Ye shall not fear other gods, nor bow yourselves to them, nor serve them, nor sacrifice to them:"
KJV_FearNot,"And fear not them which kill the body, but are not able to kill the soul: but rather fear him which is able to destroy both soul and body in hell.","And fear not them which kill the body, but are not able to kill the soul: but rather fear him which is able to destroy both soul and body in hell."
KJV_FearNot,"Go not forth into the field, nor walk by the way; for the sword of the enemy and fear is on every side.","Go not forth into the field, nor walk by the way; for the sword of the enemy and fear is on every side."
KJV_FearNot,"Riches and strength lift up the heart: but the fear of the Lord is above them both: there is no want in the fear of the Lord, and it needeth not to seek help.","Riches and strength lift up the heart: but the fear of the Lord is above them both: there is no want in the fear of the Lord, and it needeth not to seek help."
KJV_FearNot,"Fear ye not therefore, ye are of more value than many sparrows.","Fear ye not therefore, ye are of more value than many sparrows."
KJV_FearNot,"Upon earth there is not his like, who is made without fear.","Upon earth there is not his like, who is made without fear."
KJV_FearNot,"Fear not the imaginations against thee, let not the incredulity of them trouble thee, that speak against thee.","Fear not the imaginations against thee, let not the incredulity of them trouble thee, that speak against thee."
KJV_FearNot,"He shall cast lightnings, and who shall not fear? He shall thunder, and who shall not be afraid?","He shall cast lightnings, and who shall not fear? He shall thunder, and who shall not be afraid?"
KJV_FearNot,"And he could not answer Abner a word again, because he feared him.","And he could not answer Abner a word again, because he feared him."
KJV_FearNot,Thou shalt not rule over him with rigour; but shalt fear thy God.,Thou shalt not rule over him with rigour; but shalt fear thy God.
KJV_FearNot,"Ye that fear the Lord, believe him; and your reward shall not fail.","Ye that fear the Lord, believe him; and your reward shall not fail."
KJV_FearNot,The Lord hateth all abomination; and they that fear God love it not.,The Lord hateth all abomination; and they that fear God love it not.
KJV_FearNot,And send thy fear upon all the nations that seek not after thee.,And send thy fear upon all the nations that seek not after thee.
KJV_FearNot,"They are not humbled even unto this day, neither have they feared, nor walked in my law, nor in my statutes, that I set before you and before your fathers.","They are not humbled even unto this day, neither have they feared, nor walked in my law, nor in my statutes, that I set before you and before your fathers."
KJV_FearNot,"And of whom hast thou been afraid or feared, that thou hast lied, and hast not remembered me, nor laid it to thy hearthave not I held my peace even of old, and thou fearest me not?","And of whom hast thou been afraid or feared, that thou hast lied, and hast not remembered me, nor laid it to thy hearthave not I held my peace even of old, and thou fearest me not?"
KJV_FearNot,"Wherefore now let the fear of the LORD be upon you; take heed and do it: for there is no iniquity with the LORD our God, nor respect of persons, nor taking of gifts.","Wherefore now let the fear of the LORD be upon you; take heed and do it: for there is no iniquity with the LORD our God, nor respect of persons, nor taking of gifts."
KJV_FearNot,"Only rebel not ye against the LORD , neither fear ye the people of the land; for they are bread for us: their defence is departed from them, and the LORD  is with us: fear them not.","Only rebel not ye against the LORD , neither fear ye the people of the land; for they are bread for us: their defence is departed from them, and the LORD  is with us: fear them not."
KJV_FearNot,"Now Absalom had commanded his servants, saying, Mark ye now when Amnon's heart is merry with wine, and when I say unto you, Smite Amnon; then kill him, fear not: have not I commanded yoube courageous, and be valiant.","Now Absalom had commanded his servants, saying, Mark ye now when Amnon's heart is merry with wine, and when I say unto you, Smite Amnon; then kill him, fear not: have not I commanded yoube courageous, and be valiant."
KJV_FearNot,Distrust not the fear of the Lord when thou art poor: and come not unto him with a double heart.,Distrust not the fear of the Lord when thou art poor: and come not unto him with a double heart.
KJV_FearNot,"God shall hear, and afflict them, even he that abideth of old. Selah. Because they have no changes, therefore they fear not God.","God shall hear, and afflict them, even he that abideth of old. Selah. Because they have no changes, therefore they fear not God."
KJV_FearNot,Menstruous women and women in childbed eat their sacrifices: by these things ye may know that they are no gods: fear them not.,Menstruous women and women in childbed eat their sacrifices: by these things ye may know that they are no gods: fear them not.
KJV_FearNot,"For that they hated knowledge, and did not choose the fear of the LORD :","For that they hated knowledge, and did not choose the fear of the LORD :"
KJV_FearNot,"Be not wise in thine own eyes: fear the LORD , and depart from evil.","Be not wise in thine own eyes: fear the LORD , and depart from evil."
KJV_FearNot,"Fear not, daughter of Sion: behold, thy King cometh, sitting on an ass's colt.","Fear not, daughter of Sion: behold, thy King cometh, sitting on an ass's colt."
KJV_FearNot,Men do therefore fear him: he respecteth not any that are wise of heart.,Men do therefore fear him: he respecteth not any that are wise of heart.
KJV_FearNot,"They sacrificed unto devils, not to God; to gods whom they knew not, to new gods that came newly up, whom your fathers feared not.","They sacrificed unto devils, not to God; to gods whom they knew not, to new gods that came newly up, whom your fathers feared not."
KJV_FearNot,"In that day it shall be said to Jerusalem, Fear thou not: and to Zion, Let not thine hands be slack.","In that day it shall be said to Jerusalem, Fear thou not: and to Zion, Let not thine hands be slack."
KJV_FearNot,"Thou drewest near in the day that I called upon thee: thou saidst, Fear not.","Thou drewest near in the day that I called upon thee: thou saidst, Fear not."
KJV_FearNot,"Fear not, O land; be glad and rejoice: for the LORD will do great things.","Fear not, O land; be glad and rejoice: for the LORD will do great things."
KJV_FearNot,"Fear not, thou mother of the children: for I have chosen thee, saith the Lord.","Fear not, thou mother of the children: for I have chosen thee, saith the Lord."
KJV_FearNot,"Saying, There was in a city a judge, which feared not God, neither regarded man:","Saying, There was in a city a judge, which feared not God, neither regarded man:"
KJV_FearNot,"Is not this thy fear, thy confidence, thy hope, and the uprightness of thy ways?","Is not this thy fear, thy confidence, thy hope, and the uprightness of thy ways?"
KJV_FearNot,"Let him take his rod away from me, and let not his fear terrify me:","Let him take his rod away from me, and let not his fear terrify me:"
KJV_FearNot,"He mocketh at fear, and is not affrighted; neither turneth he back from the sword.","He mocketh at fear, and is not affrighted; neither turneth he back from the sword."
KJV_FearNot,Ye shall not fear them: for the LORD your God he shall fight for you.,Ye shall not fear them: for the LORD your God he shall fight for you.
KJV_FearNot,"And Joseph said unto them, Fear not: for am I in the place of God?","And Joseph said unto them, Fear not: for am I in the place of God?"
KJV_FearNot,"Fear ye not, neither be afraid: have not I told thee from that time, and have declared it ye are even my witnesses. Is there a God beside meyea, there is no God; I know not any .","Fear ye not, neither be afraid: have not I told thee from that time, and have declared it ye are even my witnesses. Is there a God beside meyea, there is no God; I know not any ."
KJV_FearNot,The LORD  is on my side; I will not fear: what can man do unto me?,The LORD  is on my side; I will not fear: what can man do unto me?
KJV_FearNot,"Be not afraid of sudden fear, neither of the desolation of the wicked, when it cometh.","Be not afraid of sudden fear, neither of the desolation of the wicked, when it cometh."
KJV_FearNot,"And the angel said unto her, Fear not, Mary: for thou hast found favour with God.","And the angel said unto her, Fear not, Mary: for thou hast found favour with God."
KJV_FearNot,"Fear not, little flock; for it is your Father's good pleasure to give you the kingdom.","Fear not, little flock; for it is your Father's good pleasure to give you the kingdom."
KJV_FearNot,"Ye that fear the Lord, wait for his mercy; and go not aside, lest ye fall.","Ye that fear the Lord, wait for his mercy; and go not aside, lest ye fall."
KJV_FearNot,"Though they multiply, rejoice not in them, except the fear of the Lord be with them.","Though they multiply, rejoice not in them, except the fear of the Lord be with them."
KJV_FearNot,"O fear the LORD , ye his saints: for there is no want to them that fear him.","O fear the LORD , ye his saints: for there is no want to them that fear him."
KJV_FearNot,"Say to them that are of a fearful heart, Be strong, fear not: behold, your God will come with vengeance, even God with a recompence; he will come and save you.","Say to them that are of a fearful heart, Be strong, fear not: behold, your God will come with vengeance, even God with a recompence; he will come and save you."
KJV_FearNot,"The lion hath roared, who will not fear the Lord GOD hath spoken, who can but prophesy?","The lion hath roared, who will not fear the Lord GOD hath spoken, who can but prophesy?"
KJV_FearNot,"Fear before him, all the earth: the world also shall be stable, that it be not moved.","Fear before him, all the earth: the world also shall be stable, that it be not moved."
KJV_FearNot,"And he led them on safely, so that they feared not: but the sea overwhelmed their enemies.","And he led them on safely, so that they feared not: but the sea overwhelmed their enemies."
KJV_FearNot,"But he said unto them, Fear not, for it shall go well with you; praise God therefore.","But he said unto them, Fear not, for it shall go well with you; praise God therefore."
KJV_FearNot,Fear not then the words of a sinful man: for his glory shall be dung and worms.,Fear not then the words of a sinful man: for his glory shall be dung and worms.
KJV_FearNot,"And now, my daughter, fear not; I will do to thee all that thou requirest: for all the city of my people doth know that thou art a virtuous woman.","And now, my daughter, fear not; I will do to thee all that thou requirest: for all the city of my people doth know that thou art a virtuous woman."
KJV_FearNot,"And Joshua said unto them, Fear not, nor be dismayed, be strong and of good courage: for thus shall the LORD do to all your enemies against whom ye fight.","And Joshua said unto them, Fear not, nor be dismayed, be strong and of good courage: for thus shall the LORD do to all your enemies against whom ye fight."
KJV_FearNot,"Wherefore, my beloved, as ye have always obeyed, not as in my presence only, but now much more in my absence, work out your own salvation with fear and trembling.","Wherefore, my beloved, as ye have always obeyed, not as in my presence only, but now much more in my absence, work out your own salvation with fear and trembling."
KJV_FearNot,"If thou wilt not observe to do all the words of this law that are written in this book, that thou mayest fear this glorious and fearful name, THE LORD THY GOD;","If thou wilt not observe to do all the words of this law that are written in this book, that thou mayest fear this glorious and fearful name, THE LORD THY GOD;"
KJV_FearNot,"For I feared thee, because thou art an austere man: thou takest up that thou layedst not down, and reapest that thou didst not sow.","For I feared thee, because thou art an austere man: thou takest up that thou layedst not down, and reapest that thou didst not sow."
KJV_FearNot,"For thus saith the LORD ; We have heard a voice of trembling, of fear, and not of peace.","For thus saith the LORD ; We have heard a voice of trembling, of fear, and not of peace."
KJV_FearNot,"That they may shoot in secret at the perfect: suddenly do they shoot at him, and fear not.","That they may shoot in secret at the perfect: suddenly do they shoot at him, and fear not."
KJV_FearNot,"Well; because of unbelief they were broken off, and thou standest by faith. Be not highminded, but fear:","Well; because of unbelief they were broken off, and thou standest by faith. Be not highminded, but fear:"
KJV_FearNot,"But as for thee and thy servants, I know that ye will not yet fear the LORD God.","But as for thee and thy servants, I know that ye will not yet fear the LORD God."
KJV_FearNot,"And fear not, my son, that we are made poor: for thou hast much wealth, if thou fear God, and depart from all sin, and do that which is pleasing in his sight.","And fear not, my son, that we are made poor: for thou hast much wealth, if thou fear God, and depart from all sin, and do that which is pleasing in his sight."
KJV_FearNot,"But they understood not this saying, and it was hid from them, that they perceived it not: and they feared to ask him of that saying.","But they understood not this saying, and it was hid from them, that they perceived it not: and they feared to ask him of that saying."
KJV_FearNot,"And he answered, Fear not: for they that be with us are more than they that be with them.","And he answered, Fear not: for they that be with us are more than they that be with them."
KJV_FearNot,And the covenant that I have made with you ye shall not forget; neither shall ye fear other gods.,And the covenant that I have made with you ye shall not forget; neither shall ye fear other gods.
KJV_FearNot,Let not thine heart envy sinners: but be thou in the fear of the LORD all the day long.,Let not thine heart envy sinners: but be thou in the fear of the LORD all the day long.
KJV_FearNot,"My son, fear thou the LORD and the king: and meddle not with them that are given to change:","My son, fear thou the LORD and the king: and meddle not with them that are given to change:"
KJV_FearNot,"But when Jesus heard it , he answered him, saying, Fear not: believe only, and she shall be made whole.","But when Jesus heard it , he answered him, saying, Fear not: believe only, and she shall be made whole."
KJV_FearNot,"But the other answering rebuked him, saying, Dost not thou fear God, seeing thou art in the same condemnation?","But the other answering rebuked him, saying, Dost not thou fear God, seeing thou art in the same condemnation?"
KJV_FearNot,"For then shalt thou lift up thy face without spot; yea, thou shalt be stedfast, and shalt not fear:","For then shalt thou lift up thy face without spot; yea, thou shalt be stedfast, and shalt not fear:"
KJV_FearNot,They that fear the Lord will not disobey his Word; and they that love him will keep his ways.,They that fear the Lord will not disobey his Word; and they that love him will keep his ways.
KJV_FearNot,"It shall not have rule over them that fear God, neither shall they be burned with the flame thereof.","It shall not have rule over them that fear God, neither shall they be burned with the flame thereof."
KJV_FearNot,There is no fear of God before their eyes.,There is no fear of God before their eyes.
KJV_FearNot,In righteousness shalt thou be established: thou shalt be far from oppression; for thou shalt not fear: and from terror; for it shall not come near thee.,In righteousness shalt thou be established: thou shalt be far from oppression; for thou shalt not fear: and from terror; for it shall not come near thee.
KJV_FearNot,"And the LORD said unto Joshua, Fear them not: for I have delivered them into thine hand; there shall not a man of them stand before thee.","And the LORD said unto Joshua, Fear them not: for I have delivered them into thine hand; there shall not a man of them stand before thee."
KJV_FearNot,"When all is safe, he awaketh, and marvelleth that the fear was nothing.","When all is safe, he awaketh, and marvelleth that the fear was nothing."
KJV_FearNot,"For I the LORD thy God will hold thy right hand, saying unto thee, Fear not; I will help thee.","For I the LORD thy God will hold thy right hand, saying unto thee, Fear not; I will help thee."
KJV_FearNot,"She is hardened against her young ones, as though they were not hers: her labour is in vain without fear;","She is hardened against her young ones, as though they were not hers: her labour is in vain without fear;"
KJV_FearNot,Ye shall not therefore oppress one another; but thou shalt fear thy God: for I am the LORD your God.,Ye shall not therefore oppress one another; but thou shalt fear thy God: for I am the LORD your God.
KJV_FearNot,"Ye shall not need to fight in this battle: set yourselves, stand ye still , and see the salvation of the LORD with you, O Judah and Jerusalem: fear not, nor be dismayed; to morrow go out against them: for the LORD  will be with you.","Ye shall not need to fight in this battle: set yourselves, stand ye still , and see the salvation of the LORD with you, O Judah and Jerusalem: fear not, nor be dismayed; to morrow go out against them: for the LORD  will be with you."
KJV_FearNot,"And the LORD , he it is that doth go before thee; he will be with thee, he will not fail thee, neither forsake thee: fear not, neither be dismayed.","And the LORD , he it is that doth go before thee; he will be with thee, he will not fail thee, neither forsake thee: fear not, neither be dismayed."
KJV_FearNot,"And shall say unto them, Hear, O Israel, ye approach this day unto battle against your enemies: let not your hearts faint, fear not, and do not tremble, neither be ye terrified because of them;","And shall say unto them, Hear, O Israel, ye approach this day unto battle against your enemies: let not your hearts faint, fear not, and do not tremble, neither be ye terrified because of them;"
KJV_FearNot,"Let them now that fear the LORD say, that his mercy endureth for ever.","Let them now that fear the LORD say, that his mercy endureth for ever."
KJV_FearNot,For fear is nothing else but a betraying of the succours which reason offereth.,For fear is nothing else but a betraying of the succours which reason offereth.
